STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,TIMELINESS,Timeliness,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2020,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2019,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2018,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2017,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2016,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2015,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2014,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2013,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2012,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR,Forest resources,_X,Unspecified,_T,Total - all activities,2011,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR_INTUSE,Intensity of use of forest resources (actual fellings),FCTR_CAP_PR_A,Factor of annual productive capacity,_T,Total - all activities,2020,,0.44,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR_INTUSE,Intensity of use of forest resources (actual fellings),FCTR_CAP_PR_A,Factor of annual productive capacity,_T,Total - all activities,2019,,0.47,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR_INTUSE,Intensity of use of forest resources (actual fellings),FCTR_CAP_PR_A,Factor of annual productive capacity,_T,Total - all activities,2018,,0.48,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR_INTUSE,Intensity of use of forest resources (actual fellings),FCTR_CAP_PR_A,Factor of annual productive capacity,_T,Total - all activities,2017,,0.5,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR_INTUSE,Intensity of use of forest resources (actual fellings),FCTR_CAP_PR_A,Factor of annual productive capacity,_T,Total - all activities,2013,,0.47,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR_INTUSE,Intensity of use of forest resources (actual fellings),FCTR_CAP_PR_A,Factor of annual productive capacity,_T,Total - all activities,2010,,0.45,,E,Estimated value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,FOR_INTUSE,Intensity of use of forest resources (actual fellings),FCTR_CAP_PR_A,Factor of annual productive capacity,_T,Total - all activities,2005,,0.45,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2009,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2008,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2007,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2006,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2005,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2004,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2003,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2002,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2001,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2000,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2022,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2021,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2020,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2019,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2018,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2017,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2016,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2015,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2014,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2013,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2012,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2011,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2007,,12.17,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2006,,11.87,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2005,,12,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2004,,12.24,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2003,,12.18,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2002,,11.73,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2001,,11.78,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2000,,11.68,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2018,,9.94,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2017,,10.02,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2016,,10.28,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2015,,10.41,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2014,,9.94,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2013,,10.5,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2012,,10.31,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2011,,10.94,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2010,,11.84,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBEMCAP,Demand-based CO2 intensity energy-related CO2 per capita,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2009,,11.41,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2007,,58.02,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2006,,56.7,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2005,,56.83,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2004,,57.06,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2003,,55.7,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2002,,52.79,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2001,,51.32,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2000,,51.74,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2020,,56.84,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2019,,56.89,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2018,,55.89,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2017,,54.61,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2016,,53.49,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2015,,51.77,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2014,,50.9,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2013,,49.84,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2012,,49.43,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2011,,49.07,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2010,,49.18,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,MWAS_RECO,Municipal waste recycled or composted,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2009,,49.06,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2007,,3.36,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2006,,3.33,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2005,,3.14,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2004,,3.04,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2003,,3.02,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2002,,3.09,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2001,,3.11,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2000,,3.16,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,CO2_DBPROD_NNDI,Demand-based CO2 productivity relative to disposable income,USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2018,,4.4,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
